KODE_CABANG,CUSTOMER_NUMBER,ALAMAT,LATITUDE,LONGITUDE,STATE,CITY,PROVINCE,ZIP_CODE,CHANNEL,SHIP_METHOD_CODE,SHIP_METHOD_DESC,DELIVERY_AREA_GROUP
MKS,184479,JL. ANGGREK NO 12 SUMPANG - BINANGAE,-4.4028934,119.6189207,TUWUNG,BARRU,SULAWESI SELATAN,90711,PHARMACY REGULAR (REG),U-DR-15,UPCNT 15,LUAR KOTA
MKS,184480,JL. A.M AKBAR NO 40 BARRU,-4.4056527,119.6188005,TUWUNG,BARRU,SULAWESI SELATAN,90711,PHARMACY REGULAR (REG),U-DR-15,UPCNT 15,LUAR KOTA
MKS,184499,JL. JEND A. YANI NO. 18 PONDAMBEA - KADIA,-3.9789,122.5102897,WUA-WUA,KENDARI,SULAWESI TENGGARA,93117,MODERN INDEPENDENT (MTI),U-DR-37,UPCNT 37,LUAR KOTA
MKS,184500,JL. HERTASNING  BLOK B KEC. PANAKUKKANG PANDANG - PANAKUKKANG,-5.1638255,119.4446386,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,GENERAL CLINIC (GEN),B-DR-02,BASE 02,DALAM KOTA
MKS,184538,JL. SETIA BUDI NO. 98 TENTENA SANGELE - PAMONA PUSELEMBA,-0.1761697,120.6439561,PAMONA UTARA,POSO,SULAWESI TENGAH,94663,HOSPITAL PRIVATE (PVT),U-DR-47,UPCNT 47,LUAR KOTA
MKS,184550,JL .WR. MONGINSIDI  NO 10 RIMUKU-MAMUJU,-2.6803355,118.8901914,BINANGA,MAMUJU,SULAWESI BARAT,91511,PHARMACY REGULAR (REG),U-DR-26,UPCNT 26,LUAR KOTA
MKS,184569,JL. WOLTER MONGINSIDI   RT.  003  RW.  001 PASSO - BAGUALA,-3.6389167,128.2453108,PASSO,AMBOINA,MALUKU,97232,PHARMACY CHAIN (CHN),U-DR-39,UPCNT 39,LUAR KOTA
MKS,184571,JL. MALONDA NO. 18 SILAE - PALU BARAT,-0.8757794,119.8350151,SILAE,PALU,SULAWESI TENGAH,94227,PHARMACY REGULAR (REG),U-DR-45,UPCNT 45,LUAR KOTA
MKS,184584,JL. TANJUNG DAKO NO. 93 TATURA UTARA - PALU SELATAN,-0.908205,119.8795991,TATURA,PALU,SULAWESI TENGAH,94113,PHARMACY REGULAR (REG),U-DR-45,UPCNT 45,LUAR KOTA
MKS,184613,JL. RAPPOCINI RAYA NO. 103 RAPPOCINI - RAPPOCINI,-5.1548835,119.4291475,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,PHARMACY REGULAR (REG),B-DR-04,BASE 04,DALAM KOTA
MKS,184672,TAMANGGAPA RAYA III NO. 1  RT. 001 / RW. 003 BANGKALA - MANGGALA,-5.1740168,119.4788643,TAMANGAPA,MAKASSAR,SULAWESI SELATAN,90235,GT OTHERS TRADITIONAL,B-DR-01,BASE 01,DALAM KOTA
MKS,184711,JL. MUH. TAHIR KOMP. KUMALA PERMAI  BLOK K NO. 10 JONGAYA - TAMALATE,-5.1770316,119.4184636,JONGAYA,MAKASSAR,SULAWESI SELATAN,90223,PHARMACY REGULAR (REG),B-DR-04,BASE 04,DALAM KOTA
MKS,184727,JL SERAM NO 21 TOMBA-WOLIO,-5.4591191,122.6073848,TOMBA,BAUBAU,SULAWESI TENGGARA,93712,PHARMACY REGULAR (REG),U-DR-36,UPCNT 36,LUAR KOTA
MKS,184728,JL MUJAHIDIN NO.56 BONE-MASAMBA,-2.5581645,120.3263848,MASAMBA,PALOPO,SULAWESI SELATAN,91961,PHARMACY REGULAR (REG),U-DR-09,UPCNT 09,LUAR KOTA
MKS,184732,JL.G.LATIMOJONG TAMPUMIA RADDA-BELOPA,-3.3829194,120.3619271,BELOPA,PALOPO,SULAWESI SELATAN,91994,PHARMACY REGULAR (REG),U-DR-09,UPCNT 09,LUAR KOTA
MKS,184739,JL. CENDRAWASIH NO. 446  RT. 001 RW. 004 SAMBUNG JAWA - MAMAJANG,-5.1736209,119.407049,SAMBUNG JAWA,MAKASSAR,SULAWESI SELATAN,90134,MODERN INDEPENDENT (MTI),B-DR-02,BASE 02,DALAM KOTA
MKS,184741,JL. SULAWESI NO. 416  RT. 002 / RW. 003 BUTUNG - WAJO,-5.12274159999999,119.4099513,BUTUNG,MAKASSAR,SULAWESI SELATAN,90173,MODERN INDEPENDENT (MTI),B-DR-01,BASE 01,DALAM KOTA
MKS,184972,JL. A. PANGERAN PETTARANI NO 44 LALEBATA,-4.5500535,120.3254062,SEREANG,PANGKAJENESIDENRENG,SULAWESI SELATAN,91615,PHARMACY REGULAR (REG),U-DR-15,UPCNT 15,LUAR KOTA
MKS,184997,JL. PERINTIS KEMERDEKAAN KM 13 KAPASA - TAMALANREA,-5.1241987,119.5059898,TAMALAN REA,MAKASSAR,SULAWESI SELATAN,90245,PHARMACY REGULAR (REG),B-DR-05,BASE 05,DALAM KOTA
MKS,184999,JL. KAPTEN P. TENDEAN NO. 33  RT. 025  RW. 001 BARUGA - BARUGA,-4.0354904,122.4968138,LEPO-LEPO,KENDARI,SULAWESI TENGGARA,93116,MODERN INDEPENDENT (MTI),U-DR-37,UPCNT 37,LUAR KOTA
MKS,185038,JL. HERTASNING BLOK E10 N0. 8C TIDUNG - RAPPOCINI,-5.1637475,119.4401118,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
MKS,185047,JL. ABD.KADIR DG SURO NO 140 SAMATA- SOMBA UPU,-5.1981937,119.4915956,SAMATA,SUNGGUMINASA,SULAWESI SELATAN,92113,HOSPITAL PRIVATE (PVT),B-DR-01,BASE 01,DALAM KOTA
MKS,185081,JL VETERAN UTARA NO.269 MARDEKAYA SELATAN-MAKASSAR,-5.1456596,119.4251648,MARADEKAYA,MAKASSAR,SULAWESI SELATAN,90141,PHARMACY CHAIN (CHN),B-DR-03,BASE 03,DALAM KOTA
MKS,185091,JL. TAMALATE I NO. 193 MAPPALA - RAPPOCINI,-5.17112639999999,119.4459614,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,PHARMACY CHAIN (CHN),B-DR-02,BASE 02,DALAM KOTA
MKS,185092,JL ANTANG RAYA RUKO BUSINESS CENTER NO 11 ANTANG-MANGGALA,-5.1578997,119.4784315,ANTANG,MAKASSAR,SULAWESI SELATAN,90234,PHARMACY REGULAR (REG),B-DR-04,BASE 04,DALAM KOTA
MKS,185124,LANDORUNDUN PENANIAN - RANTEPAO,-2.9697169,119.897202,RANTEPAO,RANTEPAO,SULAWESI SELATAN,91831,GOV. INST OTHERS,U-DR-19,UPCNT 19,LUAR KOTA
MKS,185165,JL POROS LAGADI-TONDASI SAWERIGADI,-4.8018203,122.4156312,SAWERIGADING,RAHA,SULAWESI TENGGARA,93657,HEALTH PUBLIC OFFICE (DINKES),U-DR-37,UPCNT 37,LUAR KOTA
MKS,185194,JL. SISINGAMANGARAJA   RT.  022  RW.  04 PASSO - BAGUALA,-3.6062721,128.2480302,PASSO,AMBOINA,MALUKU,97232,MODERN KEY ACCOUNT (NKA),U-DR-39,UPCNT 39,LUAR KOTA
MKS,185195,JL. ANDI MANGERANGI NO. 21 BONGAYA - TAMALATE,-5.1685547,119.416926,JONGAYA,MAKASSAR,SULAWESI SELATAN,90223,PHARMACY REGULAR (REG),B-DR-04,BASE 04,DALAM KOTA
MKS,185253,JL. JENDRAL SUDIRMAN NO. 88 BATU MERAH - SIRIMAU,-3.6827872,128.1907991,BATUMERAH,AMBOINA,MALUKU,97128,MODERN KEY ACCOUNT (NKA),U-DR-39,UPCNT 39,LUAR KOTA
MKS,185459,DESA WALANDO WALANDO-GU,-5.2681365,122.5560583,GU,BAUBAU,SULAWESI TENGGARA,93761,HOSPITAL GOVERNMENT (GVM),U-DR-36,UPCNT 36,LUAR KOTA
MKS,185460,KEL.LAMPOPALA KASIPUTE-RUMBIA,-4.7644981,122.0397065,RUMBIA,BAUBAU,SULAWESI TENGGARA,93771,PHARMACY REGULAR (REG),U-DR-31,UPCNT 31,LUAR KOTA
MKS,185516,JL. SAMIUN NO. 02 AMASSANGAN - WARA,-2.9957301,120.1949723,AMASANGAN,PALOPO,SULAWESI SELATAN,91922,HOSPITAL GOVERNMENT (GVM),U-DR-22,UPCNT 22,LUAR KOTA
MKS,185517,JL. JEND. SUDIRMAN NO.02 BINTURU - WARA SELATAN,-3.0124521,120.2052121,BARA,PALOPO,SULAWESI SELATAN,91914,PHARMACY REGULAR (REG),U-DR-22,UPCNT 22,LUAR KOTA
MKS,185540,JL. JEND. A. YANI NO. 26 KADIA - KADIA,-3.9813155,122.509715,WUA-WUA,KENDARI,SULAWESI TENGGARA,93117,MODERN KEY ACCOUNT (NKA),U-DR-37,UPCNT 37,LUAR KOTA
MKS,185541,JL. KUMALA NO. 80 BONGAYA - TAMALATE,-5.1706708,119.4185037,JONGAYA,MAKASSAR,SULAWESI SELATAN,90223,GT BABY SHOP,B-DR-01,BASE 01,DALAM KOTA
MKS,185556,JL. TUN ABDUL RAZAK NO. 08 PACCINONGANG - SOMBA OPU,-5.1837946,119.4698999,SUNGGUMINASA,SUNGGUMINASA,SULAWESI SELATAN,92111,MODERN INDEPENDENT (MTI),B-DR-04,BASE 04,DALAM KOTA
MKS,185558,JL. ABD. DG SIRUA NO. 16 MASALE - PANAKUKANG,-5.1490221,119.4396653,PANAIKANG,MAKASSAR,SULAWESI SELATAN,90231,HOSPITAL PRIVATE (PVT),B-DR-04,BASE 04,DALAM KOTA
MKS,185580,JL. KERUNG - KERUNG NO. 72 BARA BARAYA - MAKASSAR,-5.1403621,119.4286959,BARA BARAYA,MAKASSAR,SULAWESI SELATAN,90143,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
MKS,185684,JL. PONGTIKU NO 14 MALIMONGAN BARU - BONTOALA,-5.1339519,119.4301979,BONTOALA,MAKASSAR,SULAWESI SELATAN,90156,GT OTHERS TRADITIONAL,B-DR-01,BASE 01,DALAM KOTA
MKS,185705,JL. DAENG RAMANG SUDIANG - BIRINGKANAYA,-5.0982386,119.5204973,BIRINGKANAYA,MAKASSAR,SULAWESI SELATAN,90241,MODERN INDEPENDENT (MTI),B-DR-04,BASE 04,DALAM KOTA
MKS,185729,JL. POROS LUWUK - BALANTAK ETENG - MASAMA,-9.38828,122.792801,BANGGAI,LUWUK,SULAWESI TENGAH,94791,PHARMACY REGULAR (REG),U-DR-47,UPCNT 47,LUAR KOTA
MKS,185734,JL. FRANS KARANGAN NO. 103 MENTIROTIKU - RANTEPAO,-2.9645135,119.8987353,LAANG TANDUK,RANTEPAO,SULAWESI SELATAN,91834,OTH TENDER,U-DR-22,UPCNT 22,LUAR KOTA
MKS,185758,JL. SANGIR NO. 50 MELAYU - WAJO,-5.1257992,119.4097756,MALAYU,MAKASSAR,SULAWESI SELATAN,90171,PHARMACY REGULAR (REG),B-DR-01,BASE 01,DALAM KOTA
MKS,185831,JL. PASAR SENTRAL KAREMA,-2.6726939,118.888506,KAREMA/SIMBORO,MAMUJU,SULAWESI BARAT,91512,PHARMACY REGULAR (REG),U-DR-26,UPCNT 26,LUAR KOTA
MKS,185907,JL. VETERAN SELATAN NO. 245 MANDALA - MAMAJANG,-5.1572323,119.4237705,MAMAJANG DALAM,MAKASSAR,SULAWESI SELATAN,90135,PHARMACY REGULAR (REG),B-DR-01,BASE 01,DALAM KOTA
MKS,185935,JL. URIP SUMOHARJO NO. 57 MALIMONGAN BARU - BONTOALA,-5.1346398,119.4296644,DAYA,MAKASSAR,SULAWESI SELATAN,90156,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
MKS,185936,JL. POROS TAMAN SUDIANG PAI - BIRINGKANAYA,-5.0634912,119.5265925,BIRINGKANAYA,MAKASSAR,SULAWESI SELATAN,90241,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
MKS,186001,JL. GOA RIA SUDIANG - BIRINGKANAYA,-5.091633,119.5289655,SUDIANG,MAKASSAR,SULAWESI SELATAN,90242,MODERN INDEPENDENT (MTI),B-DR-04,BASE 04,DALAM KOTA
MKS,186032,JL. PAJJAIANG NO. 21  RT. 003 RW. 003 SUDIANG RAYA - BIRINGKANAYA,-5.1025367,119.5288964,BIRINGKANAYA,MAKASSAR,SULAWESI SELATAN,90241,GT OTHERS TRADITIONAL,B-DR-04,BASE 04,DALAM KOTA
MKS,186046,JL. PELITA TABORONG NO. 9 BONTOALA - PALLANGGA,-5.2114695,119.4466561,PALLANGGA,SUNGGUMINASA,SULAWESI SELATAN,92161,MODERN INDEPENDENT (MTI),B-DR-05,BASE 05,DALAM KOTA
MKS,186048,JL. AKADEMIS NO. 7 PATTUNUANG - WAJO,-5.1307886,119.4152638,PATTUNUANG,MAKASSAR,SULAWESI SELATAN,90174,GT OTHERS TRADITIONAL,B-DR-01,BASE 01,DALAM KOTA
MKS,186051,JL. H.M. YASIN LIMPO SOMBA OPU,-5.2044901,119.5008558,SUNGGUMINASA,SUNGGUMINASA,SULAWESI SELATAN,92111,GT OTHERS TRADITIONAL,B-DR-05,BASE 05,DALAM KOTA
MKS,186080,JL. I GUSTI NGURAH RAI RT.002 RW.002 PASAR BARU - SAWAH BESAR,-0.621668,106.9307623,TAWANJUKA,PALU,SULAWESI TENGAH,94224,PHARMACY CHAIN (CHN),U-DR-45,UPCNT 45,LUAR KOTA
MKS,186202,JL. H. MOH. SALEH NO. 117 SANDANA - GALANG,1.803832,120.8068196,GALANG,TOLI-TOLI,SULAWESI TENGAH,94561,PHARMACY REGULAR (REG),U-DR-49,UPCNT 49,LUAR KOTA
MKS,186203,BTN PENGAWU BLOK AC NO. 11 PENGAWU - TATANGA,-0.926188799999999,119.8469135,PANGAWU,PALU,SULAWESI TENGAH,94225,PHARMACY REGULAR (REG),U-DR-45,UPCNT 45,LUAR KOTA
MKS,186285,JL. DI. PANJAITAN WUNDUDOPI - BARUGA,-4.0192318,122.5025117,WUA-WUA,KENDARI,SULAWESI TENGGARA,93117,HOSPITAL PRIVATE (PVT),U-DR-37,UPCNT 37,LUAR KOTA
MKS,186291,JL. SULTAN ALAUDDIN NO. 307 GUNUNG SARI - RAPPOCINI,-5.1874253,119.4413556,MANGASA,MAKASSAR,SULAWESI SELATAN,90221,PHARMACY REGULAR (REG),B-DR-04,BASE 04,DALAM KOTA
MKS,186314,JL. DR. RATULANGI KM. 07 RAMPOANG KOTA PALOPO TO'BULUNG - BARA,-2.94033,120.1772737,BARA,PALOPO,SULAWESI SELATAN,91914,PHARMACY REGULAR (REG),U-DR-22,UPCNT 22,LUAR KOTA
MKS,186336,"JL. EMMY SAELAN,BINANGA BINANGA MAMUJU",-2.6712541,118.8919429,BINANGA,MAMUJU,SULAWESI BARAT,91511,PHARMACY REGULAR (REG),U-DR-26,UPCNT 26,LUAR KOTA
MKS,186337,JL. A. MAPPANYOMPA KOTA PALOPO SALEKOE - WARA TIMUR,-3.0082759,120.2097472,BARA,PALOPO,SULAWESI SELATAN,91914,PHARMACY REGULAR (REG),U-DR-22,UPCNT 22,LUAR KOTA
MKS,186447,JL. TAMALATE I NO. 6 BONTO MAKKIO - RAPPOCINI,-5.1730675,119.4450926,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,VET COMPANION,U-DR-33,UPCNT 33,LUAR KOTA
MKS,186567,JL. MONUMEN EMMY SAELAN NO. 103D TIDUNG - RAPPOCINI,-5.16975469999999,119.4428958,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,VET COMPANION,U-DR-33,UPCNT 33,LUAR KOTA
MKS,186605,JL. ISHAK ISKANDAR EMPOANG SELATAN,-5.6936735,119.7599761,EMPOANG,JENEPONTO,SULAWESI SELATAN,92311,PARAMEDIC,U-DR-07,UPCNT 07,LUAR KOTA
MKS,186628,JL. GUNUNG LATIMOJONG NO. 93 LARIANG BANGI - MAKASSAR,-5.1395671,119.4211405,MARADEKAYA,MAKASSAR,SULAWESI SELATAN,90141,PHARMACY REGULAR (REG),B-DR-03,BASE 03,DALAM KOTA
MKS,186698,JL. EMY SAELAN TATURA SELATAN - PALU SELATAN,-0.914438,119.8763285,TATURA,PALU,SULAWESI TENGAH,94113,VET COMPANION,U-DR-45,UPCNT 45,LUAR KOTA
MKS,186712,JL.MT HARYONO NO.200 WOWAWANGGU - KADIA,-3.9948679,122.5141233,WUA-WUA,KENDARI,SULAWESI TENGGARA,93117,PHARMACY REGULAR (REG),U-DR-37,UPCNT 37,LUAR KOTA
MKS,186725,JL. KF. TENDEAN NO. 16 MACEGE - TANETE RIATTANG BARAT,-4.5461975,120.321081,MACEGE,WATAMPONE,SULAWESI SELATAN,92732,PHARMACY REGULAR (REG),U-DR-03,UPCNT 03,LUAR KOTA
MKS,186801,JL. KEMAKMURAN MAPPASAILE - PANGKAJENE,-4.8284605,119.5459172,MAPPASAILE,PANGKAJENE,SULAWESI SELATAN,90617,PHARMACY CHAIN (CHN),U-DR-13,UPCNT 13,LUAR KOTA
MKS,186850,JL. SUMBA NO. 62 PATTUNUANG - WAJO,-5.1311472,119.4104613,PATTUNUANG,MAKASSAR,SULAWESI SELATAN,90174,VET COMPANION,B-DR-01,BASE 01,DALAM KOTA
MKS,186896,JL. POROS MALINO NO 6 B TOMPOBALANG - SOMBA UPU,-5.2096168,119.4555958,SUNGGUMINASA,SUNGGUMINASA,SULAWESI SELATAN,92111,PHARMACY REGULAR (REG),B-DR-06,BASE 06,DALAM KOTA
MKS,186909,JL. POROS MAKALE RANTEPAO KM.10 RANTELEMO  ( DEPAN LRG DINKES KAB. TANA TORAJA ) SARIRA - MAKALE UTARA,-3.0307358,119.8712602,SARIRA,MAKALE,SULAWESI SELATAN,91817,PHARMACY REGULAR (REG),U-DR-19,UPCNT 19,LUAR KOTA
MKS,186918,JL. PAHLAWAN NO. 149 PAJALESANG - LILIRILAU,-4.3396376,119.9637148,LILIRILAU,WATANSOPPENG,SULAWESI SELATAN,90871,PHARMACY REGULAR (REG),U-DR-17,UPCNT 17,LUAR KOTA
MKS,186919,JL. INCO IRO NO. 50 SOROWAKO - NUHA,-2.5228404,121.3602835,NUHA,PALOPO,SULAWESI SELATAN,91983,PHARMACY REGULAR (REG),U-DR-22,UPCNT 22,LUAR KOTA
MKS,186920,DSN. TOBALU   DESA RUMPIA MAJAULENG,-4.0194268,120.1906803,MAJAULENG,SENGKANG,SULAWESI SELATAN,90991,PHARMACY REGULAR (REG),U-DR-36,UPCNT 36,LUAR KOTA
MKS,186921,JL. KARTINI NO. 56 KOTA PALOPO BATUPASI - WARA UTARA,-2.9930241,120.1942249,BATUPASI,PALOPO,SULAWESI SELATAN,91911,PHARMACY REGULAR (REG),U-DR-22,UPCNT 22,LUAR KOTA
MKS,186931,JL. MOH. HATTA NO. 32 RUKO A & B (SAMPING BRI) LOLU UTARA - PALU SELATAN,-0.896950199999999,119.8747893,LOLU,PALU,SULAWESI TENGAH,94112,MODERN KEY ACCOUNT (NKA),U-DR-45,UPCNT 45,LUAR KOTA
MKS,186949,JL. TAMALANREA RAYA BTP BLOK E NO 20 TAMALANREA- TAMALANREA,-5.1363345,119.5076593,TAMALAN REA,MAKASSAR,SULAWESI SELATAN,90245,PHARMACY REGULAR (REG),B-DR-05,BASE 05,DALAM KOTA
MKS,186960,JL. A. YANI TANAMANAI - BELOPA,-3.388052,120.3709331,BELOPA,PALOPO,SULAWESI SELATAN,91994,PHARMACY REGULAR (REG),U-DR-09,UPCNT 09,LUAR KOTA
MKS,186961,JL. R.E. MARTADINATA NO. 8 TONDO - PALU TIMUR,-0.851455699999999,119.8834103,TONDO,PALU,SULAWESI TENGAH,94118,PHARMACY REGULAR (REG),U-DR-45,UPCNT 45,LUAR KOTA
MKS,186963,JL. MT. HARYONO NO. 24 BESUSU TENGAH - PALU TIMUR,-0.891778299999999,119.8752711,BESUSU,PALU,SULAWESI TENGAH,94111,PHARMACY REGULAR (REG),U-DR-45,UPCNT 45,LUAR KOTA
MKS,186982,JL.BUNGGASI  POROS ANDUONOHU  RT 001/RW 001 RAHANDOUNA,-3.9999957,122.5424578,ANDONOHU,KENDARI,SULAWESI TENGGARA,93232,HOSPITAL PRIVATE (PVT),U-DR-28,UPCNT 28,LUAR KOTA
MKS,186985,JL. PERINTIS KEMERDEKAAN KM 9 MAKASSAR,-5.141239,119.4812326,TAMALAN REA,MAKASSAR,SULAWESI SELATAN,90245,MODERN KEY ACCOUNT (NKA),B-DR-05,BASE 05,DALAM KOTA
MKS,187016,JL. TRANS SULAWESI BAHOMOHONI - BUNGKU TENGAH,-0.24777345,121.9338744,BUNGKU TENGAH,POSO,SULAWESI TENGAH,94673,PHARMACY REGULAR (REG),U-DR-46,UPCNT 46,LUAR KOTA
MKS,187023,JL. VETERAN SELATAN NO. 264  RT. 001/ RW. 002 MAMAJANG DALAM - MAMAJANG,-5.1613642,119.4216895,MAMAJANG DALAM,MAKASSAR,SULAWESI SELATAN,90135,MODERN INDEPENDENT (MTI),B-DR-03,BASE 03,DALAM KOTA
MKS,187025,JL. SULTAN HASANUDDIN NO 61 TOMPO BALANG - BONTOALA,-5.1422928,119.4115385,BONTOALA,MAKASSAR,SULAWESI SELATAN,90156,PHARMACY REGULAR (REG),B-DR-05,BASE 05,DALAM KOTA
MKS,187034,JL. ANDI DJEMMA NO. 112 G BANTA BANTAENG - RAPPOCINI,-5.1658852,119.4276026,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,PHARMACY REGULAR (REG),B-DR-02,BASE 02,DALAM KOTA
MKS,187042,BALLA BALLA,-3.0475825,119.3184952,MAMASA,POLEWALI,SULAWESI BARAT,91362,HOSPITAL GOVERNMENT (GVM),U-DR-27,UPCNT 27,LUAR KOTA
MKS,187108,JL. PATTIMURA KOMP RUKO B12PARK NO. 5 PUUWATU,-3.966267,122.4817598,PUWATU,KENDARI,SULAWESI TENGGARA,93114,MODERN KEY ACCOUNT (NKA),U-DR-37,UPCNT 37,LUAR KOTA
MKS,187110,JL. BOULEVARD BLOK A 11 NO. 5 MASALE - PANAKUKANG,-5.15618899999999,119.4418627,MANGASA,MAKASSAR,SULAWESI SELATAN,90221,MODERN INDEPENDENT (MTI),B-DR-04,BASE 04,DALAM KOTA
MKS,187190,JL. TUPAI NO. 89 MAMAJANG DALAM - MAMAJANG,-5.1626379,119.4198476,MAMAJANG DALAM,MAKASSAR,SULAWESI SELATAN,90135,VET COMPANION,B-DR-02,BASE 02,DALAM KOTA
MKS,187191,JL. KARUNRUNG NO. 1CC  RT.  001  RW.  002 SAWERIGADING - UJUNG PANDANG,-5.1213317,119.427493,MANGKURA,MAKASSAR,SULAWESI SELATAN,90113,VET COMPANION,U-DR-33,UPCNT 33,LUAR KOTA
MKS,187227,JL. KHAERIL ANWAR KOMP. WUA-WUA RESIDENCE BLOK B/3 WUA WUA - WUA WUA,-3.9926231,122.4891791,WUA-WUA,KENDARI,SULAWESI TENGGARA,93117,PBF REGULAR,U-DR-37,UPCNT 37,LUAR KOTA
MKS,187337,JL. HERTASNING RAYA NO 3 AROEPALA BUAKANA- RAPPOCINI,-5.1717299,119.45252,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,PHARMACY CHAIN (CHN),B-DR-04,BASE 04,DALAM KOTA
MKS,187349,JL. Y. WAYONG NO. 7 PONDAMBEA - KADIA,-3.9944329,122.5125952,WUA-WUA,KENDARI,SULAWESI TENGGARA,93117,GOV. INST OTHERS,U-DR-28,UPCNT 28,LUAR KOTA
MKS,187357,JL. AHMAD YANI RAHA KAB. MUNA BUTUNG-BUTUNG - KATOBU,-4.8339088,122.7248407,RAHA I,RAHA,SULAWESI TENGGARA,93611,PHARMACY REGULAR (REG),U-DR-37,UPCNT 37,LUAR KOTA
MKS,187373,JL. SYECH YUSUF NO. 9 KORUMBA - MANDONGA,-3.969519,122.5230977,MANDONGA,KENDARI,SULAWESI TENGGARA,93111,PHARMACY CHAIN (CHN),U-DR-28,UPCNT 28,LUAR KOTA
MKS,187375,JL. DATUK RIBANDANG NO. 6  RT.  001  RW.  004 KALUKUANG - TALLO,-5.128007,119.4282822,TALLO,MAKASSAR,SULAWESI SELATAN,90212,VET COMPANION,U-DR-33,UPCNT 33,LUAR KOTA
MKS,187383,JL. WA ODE WAU NO. 52 TANGANAPADA - MURHUM,-5.4691579,122.5941853,KAOBULA,BAUBAU,SULAWESI TENGGARA,93721,PHARMACY REGULAR (REG),U-DR-37,UPCNT 37,LUAR KOTA
MKS,187404,"MAKASSAR TOWN SQUARE,RAMAYANA JL. PERINTIS  KEMERDEKAAN NO 26 TAMALANREA JAYA - TAMALANREA",-5.1449118,119.475336,TAMALAN REA,MAKASSAR,SULAWESI SELATAN,90245,PHARMACY CHAIN (CHN),B-DR-05,BASE 05,DALAM KOTA
MKS,187438,JL. AHMAD YANI NO. 69  RAHA KATOBU - MUNA,-4.8349335,122.7249584,RAHA II,RAHA,SULAWESI TENGGARA,93612,PHARMACY REGULAR (REG),U-DR-37,UPCNT 37,LUAR KOTA
MKS,187440,JL. A.H. NASUTION KAMBU -KAMBU,-4.0077356,122.5170903,KAMBU,KENDARI,SULAWESI TENGGARA,93231,PHARMACY REGULAR (REG),U-DR-37,UPCNT 37,LUAR KOTA
MKS,187449,JL. LANTO DG PASEWANG NO 139 BALANG TOA - BINAMU,-5.66863129999999,119.7312771,EMPOANG,JENEPONTO,SULAWESI SELATAN,92311,PHARMACY REGULAR (REG),U-DR-07,UPCNT 07,LUAR KOTA
MKS,187450,JL. R. SOEPARMAN NO 127 SIDODADI - WONOMULYO,-3.398481,119.211072,POLEWALI,POLEWALI,SULAWESI SELATAN,91311,PHARMACY REGULAR (REG),U-DR-27,UPCNT 27,LUAR KOTA
MKS,187471,JL. PERINTIS KEMERDEKAAN TAMALANREA- TAMALANREA,-5.1315967,119.4983253,TAMALAN REA,MAKASSAR,SULAWESI SELATAN,90245,MODERN KEY ACCOUNT (NKA),B-DR-05,BASE 05,DALAM KOTA
MKS,187477,JL. SUKAWATI MANURUNGE - TANETE RIATTANG,-4.547101,120.3254354,ULAWENG,WATAMPONE,SULAWESI SELATAN,92762,PHARMACY REGULAR (REG),U-DR-03,UPCNT 03,LUAR KOTA
MKS,187481,JL. PELITA RAYA C.21 KOMP PETTARANI CENTRE UAKANA - RAPPOCINI,-5.1528917,119.4341813,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,90222,PHARMACY REGULAR (REG),B-DR-04,BASE 04,DALAM KOTA
MKS,187482,DUSUN MANJALLING DESA BONTO BUNGA MONCONG LOE,-5.1376431,119.560067,BANTIMURUNG,MAROS,SULAWESI SELATAN,90561,PHARMACY REGULAR (REG),U-DR-12,UPCNT 12,LUAR KOTA
MKS,187576,JL . POROS MAJENE NO 45 SIDODADI,-3.3977531,119.2134153,WONOMULYO,POLEWALI,SULAWESI SELATAN,91352,PHARMACY CHAIN (CHN),U-DR-27,UPCNT 27,LUAR KOTA
MKS,187593,JL. NUSANTARA NO. 55 BOMBONGAN - MAKALE,-3.0977829,119.8532368,BOMBONGAN,MAKALE,SULAWESI SELATAN,91811,PHARMACY REGULAR (REG),U-DR-19,UPCNT 19,LUAR KOTA
MKS,187627,JL.KAPTEN PIERRE TENDEAN NO. 50 BARUGA - BARUGA,-4.03388139999999,122.4919073,LEPO-LEPO,KENDARI,SULAWESI TENGGARA,93116,PARAMEDIC,U-DR-36,UPCNT 36,LUAR KOTA
MKS,187628,JL. JEND SUDIRMAN NO.14 PISANG UTARA - UJUNG PANDANG,-5.1403378,119.4142366,PISANG UTARA,MAKASSAR,SULAWESI SELATAN,90115,PARAMEDIC,B-DR-02,BASE 02,DALAM KOTA
